Word,InverseAverage,InverseLinearRegressionSlope,IndexAboveThreshold(0.3),IndexPolynomialFitAboveThreshold(0.3),InflectionPointPolynomial
disappoint,0.742003789,1.812033541,5,9,8.356049964
disappointment,0.737369893,1.875057347,2,10,8.546919678
disapprobation,0.876088822,2.49665778,11,10,9.625162827
disapproval,0.843331434,2.327861702,10,10,9.441674075
disapprove,0.754049488,1.891652138,3,10,8.548471575
disapprovingly,0.891541894,2.895991128,11,11,10.33747993
disarm,0.775443857,2.082698397,2,10,9.01588974
disarmament,0.98175738,4.315776436,11,11,11.59613246
disarmingly,0.983354367,4.379857642,11,11,11.64595362
disarrange,0.93772199,3.192301765,10,11,10.54776851
disarrangement,0.945118034,3.408341469,11,11,10.76728102
disarray,0.769227505,1.818020866,3,9,8.398576597
disassemble,0.861654166,2.35175424,6,10,9.388545029
disaster,0.735580359,1.7481261,5,8,8.19763154
disastrous,0.811016911,2.113797887,3,10,8.987198017
disastrously,0.737640629,1.588830252,6,7,7.797218245
disavow,0.981733993,4.341438311,11,11,11.61142598
disband,0.803153649,2.000754315,4,10,8.785172089
disbelief,0.827201954,2.430178481,11,11,9.737618865
disbelieve,0.911105963,3.136776802,11,11,10.59110738
disbeliever,0.949495897,3.846306563,6,11,11.2951779
disbursement,0.828741825,1.852376002,9,9,8.622872895
disc,0.752606217,1.981454531,1,10,8.899693904
discard,0.755290741,1.917923046,1,10,8.685632676
discern,0.869297352,2.477152925,11,10,9.613275809
discernible,0.952978707,3.512759866,11,11,10.86646985
discernment,,,,,
discharge,0.66455022,1.408294847,4,6,7.246091136
disciple,0.653480042,1.328069282,4,6,7.089661633
disciplinarian,0.97883325,4.203175066,11,11,11.50646416
disciplinary,,,,,
discipline,0.767295574,1.843863618,4,9,8.427051491
disclaim,0.984328469,4.419887706,11,11,11.67664363
disclose,0.83492769,2.265781771,5,10,9.25246959
disclosure,0.869320837,2.402784588,9,10,9.536875692
disco,0.965944239,3.840268022,11,11,11.20314702
discolor,0.871355454,2.576338111,10,11,9.835312002
discoloration,0.883960936,2.407141058,9,10,9.523913725
discolour,0.97939742,4.224440161,11,11,11.52361007
discombobulated,0.908720635,2.888999994,8,11,10.16824045
discomfit,0.912372565,2.919525876,8,10,10.19850657
discomfiture,0.966943685,3.890925304,11,11,11.23321656
discomfort,0.833955575,2.240853513,9,10,9.281728732
discomforted,,,,,
discompose,0.905432182,3.143165491,11,11,10.63867287
discomposed,0.923291273,2.938706818,9,10,10.21481798
discomposing,,,,,
discomposure,,,,,
disconcert,0.865717391,2.473841666,8,10,9.603339691
disconcertingly,,,,,
disconnect,0.716363215,1.723671234,4,9,8.083575904
disconsolate,0.893275434,2.953489306,11,11,10.38367055
disconsolately,0.827251728,2.165543545,7,9,9.017360729
discontent,0.756486201,1.795596448,3,9,8.303858919
discontentedly,0.889815986,2.751933726,6,11,10.02295967
discontinue,0.910188493,3.095369826,5,11,10.54005542
discontinuity,0.779991494,1.740208935,6,8,8.226064839
discontinuous,,,,,
discord,0.708162369,1.534023408,5,6,7.580234932
discordantly,0.990192991,4.677250012,11,11,11.86639051
discotheque,0.944712467,3.581175823,11,11,11.0037766
discount,0.565780688,1.171575628,1,6,6.547304889
discountenance,,,,,
discourage,0.720334625,1.791517531,6,9,8.293796652
discouragement,0.930095854,3.171248948,11,11,10.51497632
discourse,0.838486436,2.282613475,11,10,9.281548953
discourteous,0.92932668,3.154841064,10,11,10.54289757
discover,0.502376936,1.336158257,0,1,6.067718703
discoverable,0.975366045,4.158792087,11,11,11.4603234
discoverer,0.791906291,1.914131388,5,8,8.548983235
discovery,0.655675415,1.550194447,2,3,7.504574569
discredit,0.799477664,2.050115391,6,8,8.785752002
discreditable,0.962586987,3.910198366,11,11,11.27370772
discreet,0.868172986,2.740207469,2,11,10.19132289
discreetly,0.745017004,1.661481208,7,7,7.975424994
discrepancy,0.941048864,3.270429019,11,11,10.60607832
discrete,0.972905656,4.037963967,11,11,11.3596194
discretion,0.800974426,2.074725323,4,10,8.913788613
discretionary,0.978484257,4.240523835,11,11,11.52679056
discriminate,0.780715068,1.997990514,2,10,8.763717584
discrimination,0.682758696,1.416202189,5,6,7.348112875
discriminative,,,,,
discriminatory,,,,,
discursive,0.931944837,3.227921526,11,11,10.62325103
discursiveness,,,,,
discus,0.546456039,1.072017002,4,5,6.275617586
discuss,0.609062009,1.352239518,3,3,6.891801323
discussion,0.569425322,1.535891426,0,1,7.095340454
disdain,0.836747236,2.326110276,3,10,9.434216695
disdainful,0.882933497,2.780918425,11,11,10.14321112
disease,0.326790438,0.958759024,1,2,4.221793331
diseased,0.504121151,1.094513368,3,4,5.927993278
disembark,0.711383538,1.605817952,4,7,7.813581376
disembarkation,,,,,
disembodied,0.915356394,3.018760363,11,11,10.34425088
disembowel,,,,,
disenchant,0.97936763,4.270755677,11,11,11.55164979
disenchantment,,,,,
disenfranchise,0.992694628,4.796385021,11,11,11.95002631
disengage,0.886979939,2.666208039,11,10,9.885176197
disentangle,0.899893426,2.75463345,11,10,10.01232591
disfavor,0.854827302,2.374863351,7,10,9.448460281
disfavour,,,,,
disfigure,0.820106232,2.250274653,6,10,9.283295083
disgorge,0.59014844,1.42632883,3,2,6.706671588
disgrace,0.787273175,1.994557652,3,10,8.768325434
disgraceful,0.888878395,2.895625978,11,11,10.32845677
disgracefully,0.910911764,3.043833613,11,11,10.42669501
disgruntled,0.939888297,3.482885878,11,11,10.89649232
disguise,0.723034284,1.720252393,6,8,8.112242018
disgust,0.745345195,1.992235234,8,10,8.89049984
disgusted,0.842183653,2.424504024,11,10,9.639360092
disgustingly,0.961191372,3.930868536,11,11,11.29243828
dish,0.401016471,1.066680564,0,1,5.019714067
disharmony,0.856418627,2.295385901,9,10,9.32686203
dishcloth,0.877690166,2.502057417,8,10,9.636449502
dishearten,0.876978711,2.483355593,11,10,9.59204828
dishevel,0.870341998,2.570085598,11,10,9.812974412
dishonest,0.697853314,1.552547281,5,7,7.698354462
dishonestly,,,,,
dishonesty,0.911379824,2.940811401,11,11,10.25348749
dishonor,0.813934128,2.292273786,3,10,9.340927085
dishonorable,0.900129416,2.764109111,11,10,10.0066346
dishpan,0.825838845,2.400003033,11,10,9.667596113
dishpans,0.973971285,4.100483602,11,11,11.41660303
dishrag,0.87311159,2.43705507,10,10,9.555606294
dishrags,0.974060445,4.694704053,11,11,12.1578745
dishtowel,0.94322021,3.388175063,11,11,10.76960447
dishtowels,0.951701281,3.820615031,11,11,11.25506817
dishwasher,0.450080356,1.069139576,2,2,5.497569095
dishwater,0.847726105,2.636255267,3,11,10.10232922
disillusion,0.861106548,2.426984117,11,10,9.537813837
disinclination,,,,,
disinfect,0.912434516,3.482990687,1,11,11.36205862
disinfectant,0.838951632,2.175616946,4,10,9.137579329
disinfection,0.983447331,4.383646613,11,11,11.64887263
disingenuous,0.960636875,3.642986748,10,11,11.00792605
disinherit,0.875750044,2.703015681,4,11,10.01713954
disintegrate,0.790382356,2.346730349,1,3,9.77005578
disintegration,0.894083264,2.76657967,11,10,10.02553228
disinterest,0.856774545,2.258240228,7,10,9.225061054
disinterested,0.901343511,2.799398538,11,10,10.07009419
disinterestedly,0.905356271,2.840727385,8,10,10.11018499
disjoin,0.95899593,3.72457769,11,11,11.06705899
disjoint,0.887585884,2.577661415,11,10,9.72985431
disjunct,,,,,
disjunction,0.920579425,2.76566257,10,11,10.05808156
disjunctive,0.947910993,3.382894101,9,11,10.72712803
disk,0.702875559,1.511134011,5,7,7.613528872
diskette,0.865979245,2.209279502,9,10,9.20053017
dislike,0.674407231,1.648245873,3,3,7.848758605
dislocate,0.880543122,2.669594244,6,10,9.881753897
dislocation,0.93137127,3.096508699,11,11,10.4138316
dislodge,0.844418173,2.306608099,8,10,9.335612383
disloyal,0.887935886,2.857879058,11,11,10.26951007
disloyalty,0.936663914,3.177985241,11,11,10.50414712
dismal,0.83816979,2.27917335,9,10,9.296110044
dismally,0.923212571,3.509775017,2,11,11.20501975
dismantle,0.874559292,2.377724468,10,10,9.479120893
dismay,0.794542374,2.138845053,11,10,9.132799103
dismayingly,0.991390986,4.733554577,11,11,11.90623566
dismember,0.963432595,3.805665616,11,11,11.14909764
dismemberment,0.934447202,3.010793123,10,11,10.35343074
dismiss,0.753782593,1.873085149,5,9,8.520837219
dismissal,0.892479139,2.616097517,9,10,9.791411965
dismount,0.521185004,1.160579368,3,3,6.052050511
disney,0.480173161,1.051091643,3,3,5.757623641
disneyland,0.882230907,2.878202647,11,11,10.37509949
disobedience,0.843647727,2.152764224,8,10,9.070915611
disobedient,0.91351641,3.043651773,11,11,10.41932156
disobey,0.833819275,2.252183355,8,10,9.293833131
disobliging,,,,,
disorder,0.591297827,1.202389074,5,5,6.587968801
disorderly,0.887231795,2.556342363,8,10,9.685384978
disorganization,0.859848055,2.368917963,6,10,9.39914567
disorganize,0.858195192,2.300727045,8,10,9.307213052
disorient,0.977581043,4.156732513,11,11,11.46866738
disorientate,0.994344919,4.878355737,11,11,12.00611737
disown,0.890276397,2.685333105,11,10,9.911547074
disparage,0.924573979,3.102818595,11,11,10.42476215
disparagement,0.93578858,3.300537396,11,11,10.67961778
disparate,,,,,
disparity,0.94674729,3.267678232,10,11,10.63845784
dispassionate,0.951768255,3.449181506,9,11,10.80482211
dispatch,0.640270605,1.519375629,2,3,7.353775057
dispatcher,0.693933259,1.514621656,4,6,7.567326343
dispel,0.864801698,2.513204718,6,10,9.681474346
dispensary,0.558489944,1.200884505,3,4,6.395592025
dispensation,0.907936823,3.016171522,11,11,10.45921262
dispense,0.85216089,2.309708479,9,10,9.321785226
dispenser,0.954878194,3.52096812,11,11,10.88022003
dispersal,0.864086088,2.391823202,6,10,9.411034419
disperse,0.60154421,1.578071967,2,2,7.326711968
dispersion,0.937628407,3.116977778,10,11,10.45523754
dispirit,0.867740903,2.447271497,11,10,9.560181779
displace,0.591657401,1.322735211,3,3,6.737624167
displacement,0.680930557,1.593845366,1,9,7.872492614
display,0.580144769,1.342188892,0,4,6.782841172
displease,0.757231059,1.913629959,1,10,8.611447835
displeasure,0.839024322,2.381084446,11,10,9.542458845
disport,0.912155858,2.950159526,11,10,10.22484129
disposable,0.734157556,1.596645689,5,7,7.826109004
disposal,0.718821537,1.536720036,5,7,7.678068148
dispose,0.689944791,1.664495446,2,8,7.919548766
disposition,0.792645213,2.104017011,6,10,9.014508939
dispositional,,,,,
dispossess,0.98201855,4.326127643,11,11,11.6042386
disproof,0.986436224,4.543263716,11,11,11.76382541
disproportion,0.982133452,4.396343397,11,11,11.64716193
disproportionately,,,,,
disprove,0.89580615,2.688007113,11,10,9.897294396
disputatious,,,,,
dispute,0.639995071,1.310985766,5,6,6.995337035
disqualify,0.669776613,1.536191722,2,4,7.48131494
disquiet,0.903022547,2.775494951,11,10,10.02799301
disraeli,0.916034451,2.785127857,10,11,10.06483189
disregard,0.847635221,2.257601539,10,10,9.248899311
disreputable,0.912404542,3.008664943,11,11,10.33839056
disrespect,0.55701785,1.320461077,2,2,6.433129361
disrespectful,0.717722895,1.563511427,5,7,7.714902384
disrespectfully,0.878259377,2.71191756,4,11,10.01913628
disrupt,0.899214941,2.81003949,11,11,10.12467177
disruption,0.854914161,2.350094172,5,10,9.397301965
disruptive,0.959582737,3.667864486,11,11,11.02822932
dissatisfaction,0.912162283,2.807122634,10,10,10.06139361
dissatisfy,0.771168345,1.883041387,5,9,8.487013584
dissect,0.807260194,2.101301409,9,10,8.98011823
dissection,0.891553987,2.70933145,9,11,9.980472534
dissemble,0.934404858,3.291387905,11,11,10.67706171
dissembler,0.951041908,3.475469766,9,11,10.82286432
disseminate,0.82756537,2.225301431,5,9,9.101993701
dissension,0.926560684,3.122538234,11,11,10.46466826
dissent,0.837869349,1.997602477,9,9,8.830175261
dissenter,0.844560811,2.088404048,7,9,8.954403065
dissertation,0.872948635,2.50599748,9,10,9.632018968
disservice,,,,,
dissident,0.948898777,3.317184266,10,11,10.69075578
dissimilar,0.922908082,3.010282463,11,11,10.3198912
dissimilarity,0.940824663,3.138729234,10,11,10.49832662
dissimulation,0.894230692,3.130839036,2,11,10.81583619
dissipate,0.905545428,2.756172166,10,10,10.01686008
dissociate,0.98287213,4.410245963,11,11,11.66067541
dissociation,0.929082563,2.939393891,10,11,10.25585215
dissolute,0.936177816,3.228209374,9,11,10.56663943
dissolution,0.934088474,3.274839989,11,11,10.6763572
dissolve,0.295884155,1.037995705,0,1,2.873771585
dissonance,0.900473764,2.985785044,5,11,10.38835216
dissuade,0.91688377,2.990709772,11,11,10.31283907
distaff,0.731069727,1.545054924,6,7,7.732763498
distal,0.914815678,2.835844439,10,10,10.09402915
distance,0.433987729,1.115116278,1,2,5.250953804
distant,0.664160886,1.576464221,2,3,7.614789725
distantly,0.81432866,2.313499277,2,11,9.504525895
distaste,0.835402781,2.351307219,11,10,9.482492737
distasteful,0.790421007,2.189111913,2,11,9.249070332
distastefully,0.9644291,3.789263689,11,11,11.14683269
distemper,0.908113705,2.966093922,11,11,10.39539332
distempered,0.993920737,4.857020046,11,11,11.99162931
distend,0.967504657,4.106603781,11,11,11.47692848
distill,0.813872125,2.036989523,4,10,8.891313295
distillation,0.906935005,2.599394853,9,10,9.817586969
distiller,,,,,
distillery,0.944405552,3.215447097,10,11,10.5823892
distinct,0.7669873,1.827957284,6,9,8.382322326
distinctest,0.980077193,4.250350217,11,11,11.54436672
distinction,0.837897721,2.208297987,9,10,9.174480384
distinctive,0.869172584,2.353988563,7,10,9.414206745
distinctively,0.955940831,3.558560138,9,11,10.91322803
distinctiveness,0.886744575,2.644976339,7,10,9.77774221
distinctly,0.781239458,2.003970479,6,10,8.806653569
distinctness,0.882624238,2.667598355,5,10,9.875301732
distinguish,0.668873338,1.607967509,1,3,7.719764745
distinguishable,0.91376154,3.038942641,11,11,10.38692218
distort,0.705116592,1.618507731,3,6,7.783239578
distortion,0.714963461,1.644856555,3,7,7.883930395
distract,0.715653924,1.813746803,3,9,8.350858061
distractedly,0.846363411,2.347794842,11,10,9.403978339
distraction,0.786633074,1.989807575,7,10,8.757033548
distrait,0.989781874,4.658235393,11,11,11.8528034
distraught,0.81164734,2.258350561,2,10,9.346491554
distress,0.705684448,1.747441749,2,3,8.136911069
distressingly,0.940223444,3.541739883,11,11,10.98605099
distribute,0.708254736,1.537443769,5,7,7.649516678
distribution,0.724205378,1.6828325,3,8,7.993991995
distributional,0.954612415,3.456242615,10,11,10.83341732
distributive,0.771240075,1.910879843,3,9,8.560552129
distributor,0.771676214,1.908966852,3,8,8.49995637
district,0.531630692,1.237738164,1,2,6.215488042
distrust,0.776009094,1.962666662,3,10,8.691336142
distrustful,0.845793475,2.334547063,5,10,9.394019176
distrustfully,0.944022341,3.719937361,11,11,11.18547029
disturb,0.68203758,1.668722607,3,3,7.924687357
disturbance,0.770502752,1.907758569,4,10,8.608057776
disturbingly,0.956068662,3.776328339,11,11,11.18908084
disunion,0.816046548,1.85601679,8,9,8.542076913
disunite,0.91253986,2.780240224,8,10,10.01836669
disunity,0.978341138,4.184800096,11,11,11.49156767
disuse,0.887657775,2.613124279,8,10,9.790404918
disused,0.867335998,2.608721421,5,11,9.886621482
ditch,0.626183221,1.429432309,2,3,7.098011987
dither,0.591284959,1.275666048,1,6,6.796583368
ditto,0.954626153,4.061854458,11,11,11.58286242
dittoed,0.924729965,3.002742158,9,11,10.28924544
ditty,0.840791944,2.216718624,4,10,9.198054402
diurnal,,,,,
diva,0.268830112,0.917224783,1,1,3.553271836
divan,0.785918912,1.872947794,5,8,8.473618373
dive,0.315056165,0.944240296,0,2,4.160894536
diver,0.326098651,0.912613524,2,2,4.464226045
diverge,0.895043347,2.587057121,10,10,9.748104976
divergence,0.994196471,4.870867736,11,11,12.00104148
divergent,,,,,
diverse,0.791740914,2.057647994,5,10,8.90757426
diversify,0.942408315,3.425277749,7,11,10.78541003
diversion,0.821329911,2.190092758,11,10,9.144217498
diversionary,,,,,
diversity,0.764092753,1.696740416,6,8,8.109630563
divert,0.784981258,2.144104041,11,10,9.142166203
divest,0.857401023,2.370482663,5,10,9.420596723
divide,0.38213427,1.106266728,0,1,4.555624378
dividend,0.577635184,1.213156654,4,4,6.480319571
divider,0.812931833,2.257325843,7,10,9.376264091
divina,,,,,
divination,0.932147679,3.439205936,11,11,10.97120465
divine,0.489927397,1.194038479,1,2,5.798764789
diviner,,,,,
divinity,0.79299728,1.826885656,5,9,8.426919919
divisible,0.879524871,2.463040823,10,10,9.581778327
division,0.614169093,1.344610313,1,4,6.953624987
divisional,0.915798777,2.815936046,9,10,10.0599963
divisiveness,0.959948134,3.597059711,10,11,10.97182621
divorce,0.672829489,1.511488133,3,5,7.512714789
divorcee,0.958609673,4.245605693,11,11,11.79500435
divulge,0.811862328,2.056530344,7,9,8.822641084
dix,0.884165093,2.638106264,8,10,9.825222066
dixie,0.945605484,3.658216219,11,11,11.12775737
dixieland,0.904457277,2.724890822,10,11,10.01536582
dixon,0.813043483,2.076068455,6,10,8.906828221
dixons,0.899852417,3.185625154,3,11,10.85964726
dizzily,0.890911257,2.830407851,11,11,10.19379486
dizziness,0.749534252,1.663733383,6,8,8.035611119
dizzy,0.842269127,2.361367948,4,10,9.457297579
djakarta,0.752467681,2.279021909,1,2,9.713830048
djellaba,0.902262423,2.810098898,6,10,10.06576196
dmitry,0.967974167,3.831900382,10,11,11.19010247
dna,0.642560402,1.281394672,5,6,6.979408934
dnieper,0.674361938,1.433029251,4,6,7.326385402
dobbin,0.960389653,3.935700141,11,11,11.3682747
dobbins,0.896374567,3.711417438,2,3,12.1723422
doberman,0.758913418,1.764873017,5,8,8.213484301
dobermans,0.920388434,3.088039221,6,11,10.41925984
doc,0.74048559,1.748929214,5,9,8.222407799
docile,0.872237758,2.671473996,11,11,9.999475318
docilely,0.929317005,3.150795921,11,11,10.48663107
docility,0.929015079,3.089423009,11,11,10.41017604
dock,0.372750919,1.080339198,0,1,4.460665293
docket,0.962270925,3.928705275,11,11,11.27915849
dockworker,,,,,
dockyard,0.910855371,3.211003745,11,11,10.78849254
doctor,0.450030083,1.037736241,3,3,5.554126432
doctoral,0.848742053,2.38258543,5,10,9.444200398
doctorate,0.941569811,3.7725611,5,11,11.33760049
doctrinaire,,,,,
doctrinaires,0.962811836,3.677474444,10,11,11.04827741
doctrine,0.701991036,1.566335669,4,7,7.697789849
document,0.589027486,1.271744429,1,4,6.747356887
documentary,0.902775258,2.543503303,9,10,9.74071193
